"Latitude (decimal degrees):	36.924"
"Longitude (decimal degrees):	14.697"
"Elevation (m):	626"
"Radiation database:	PVGIS-SARAH2"


Slope: 32 deg. (optimum)
Azimuth: -6 deg. (optimum)
time,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20200801:1009,816.64,167.22,14.24,67.29,33.94,2.83,0.0
20200801:1109,822.53,177.6,14.6,71.13,34.55,3.59,0.0
20200801:1209,788.1,164.01,14.18,66.67,35.01,4.14,0.0
20200801:1309,661.01,164.08,12.72,57.17,35.22,4.48,0.0
20200801:1409,497.98,147.39,10.55,45.88,35.14,4.9,0.0
20200801:1509,307.46,122.32,7.83,33.99,34.71,4.97,0.0
20200801:1609,116.0,90.85,4.77,22.02,33.55,3.59,0.0
20200801:1709,0.0,55.39,0.95,10.25,32.36,2.76,0.0
20200801:1809,0.0,0.0,0.0,0.0,31.03,2.69,0.0
20200801:1909,0.0,0.0,0.0,0.0,30.42,2.83,0.0
20200801:2009,0.0,0.0,0.0,0.0,29.76,2.76,0.0
20200801:2109,0.0,0.0,0.0,0.0,29.11,2.69,0.0
20200801:2209,0.0,0.0,0.0,0.0,28.36,2.62,0.0
20200801:2309,0.0,0.0,0.0,0.0,27.64,2.62,0.0
20200802:0009,0.0,0.0,0.0,0.0,26.96,2.55,0.0
20200802:0109,0.0,0.0,0.0,0.0,26.36,2.55,0.0
20200802:0209,0.0,0.0,0.0,0.0,25.72,2.41,0.0
20200802:0309,0.0,0.0,0.0,0.0,25.04,2.34,0.0
20200802:0409,0.0,0.0,0.0,0.0,24.4,2.21,0.0
20200802:0509,27.31,57.93,1.88,11.08,24.25,2.0,0.0
20200802:0609,179.88,109.24,4.89,22.89,26.52,1.38,0.0
20200802:0709,382.58,136.73,7.97,34.86,28.92,1.03,0.0
20200802:0809,564.87,159.33,10.66,46.71,30.33,1.17,0.0
20200802:0909,709.94,170.92,12.75,57.9,31.38,1.52,0.0
20200802:1009,797.94,177.73,14.09,67.08,32.1,1.86,0.0
20200802:1109,818.4,177.83,14.51,70.88,32.64,2.07,0.0
20200802:1209,754.8,183.49,13.94,66.45,32.85,2.55,0.0
20200802:1309,657.0,164.32,12.63,56.99,32.64,2.9,0.0
20200802:1409,484.99,154.42,10.42,45.72,32.19,2.97,0.0
20200802:1509,299.05,126.37,7.71,33.85,31.53,2.97,0.0
20200802:1609,112.03,93.07,4.68,21.87,30.52,2.69,0.0
20200802:1709,0.0,53.63,0.92,10.09,29.46,1.93,0.0
20200802:1809,0.0,0.0,0.0,0.0,28.3,1.59,0.0
20200802:1909,0.0,0.0,0.0,0.0,27.21,0.83,0.0
20200802:2009,0.0,0.0,0.0,0.0,26.76,0.48,0.0
20200802:2109,0.0,0.0,0.0,0.0,26.03,0.55,0.0
20200802:2209,0.0,0.0,0.0,0.0,25.28,0.69,0.0
20200802:2309,0.0,0.0,0.0,0.0,24.55,0.97,0.0
20200803:0009,0.0,0.0,0.0,0.0,24.06,1.38,0.0
20200803:0109,0.0,0.0,0.0,0.0,23.57,1.45,0.0
20200803:0209,0.0,0.0,0.0,0.0,23.09,1.31,0.0
20200803:0309,0.0,0.0,0.0,0.0,22.75,1.24,0.0
20200803:0409,0.0,0.0,0.0,0.0,22.69,1.17,0.0
20200803:0509,26.18,59.09,1.85,10.95,22.96,1.45,0.0
20200803:0609,177.55,110.43,4.84,22.76,25.66,1.66,0.0
20200803:0709,370.53,144.83,7.88,34.74,27.15,2.07,0.0
20200803:0809,556.53,165.66,10.6,46.57,29.05,1.93,0.0
20200803:0909,699.48,179.39,12.69,57.73,30.87,2.34,0.0
20200803:1009,785.43,187.26,14.01,66.87,31.72,3.45,0.0
20200803:1109,821.52,178.13,14.52,70.62,31.6,4.07,0.0
20200803:1209,787.11,164.53,14.1,66.22,31.26,4.34,0.0
20200803:1309,634.47,180.49,12.49,56.81,30.9,4.41,0.0
20200803:1409,496.59,147.9,10.48,45.56,30.48,4.34,0.0
20200803:1509,311.46,118.13,7.79,33.69,29.7,4.14,0.0
20200803:1609,116.55,88.53,4.71,21.72,28.63,4.0,0.0
20200803:1709,0.0,51.87,0.89,9.93,27.29,3.52,0.0
20200803:1809,0.0,0.0,0.0,0.0,25.9,3.03,0.0
20200803:1909,0.0,0.0,0.0,0.0,24.71,2.76,0.0
20200803:2009,0.0,0.0,0.0,0.0,24.19,2.62,0.0
20200803:2109,0.0,0.0,0.0,0.0,23.98,2.28,0.0
20200803:2209,0.0,0.0,0.0,0.0,23.86,2.0,0.0
20200803:2309,0.0,0.0,0.0,0.0,23.74,2.0,0.0
20200804:0009,0.0,0.0,0.0,0.0,23.59,2.41,0.0
20200804:0109,0.0,0.0,0.0,0.0,23.34,2.83,0.0
20200804:0209,0.0,0.0,0.0,0.0,23.15,2.62,0.0
20200804:0309,0.0,0.0,0.0,0.0,22.97,2.55,0.0
20200804:0409,0.0,0.0,0.0,0.0,22.92,2.62,0.0
20200804:0509,3.93,61.28,1.13,10.81,23.19,1.72,0.0
20200804:0609,0.87,99.85,1.64,22.63,25.27,1.1,0.0
20200804:0709,354.48,146.84,7.64,34.61,28.09,3.03,0.0
20200804:0809,487.61,196.29,10.03,46.44,28.94,4.0,0.0
20200804:0909,676.48,182.43,12.37,57.57,29.37,5.52,0.0
20200804:1009,762.44,188.26,13.67,66.65,29.6,6.14,0.0
20200804:1109,467.25,361.68,12.19,70.36,29.71,6.41,0.0
20200804:1209,99.41,419.16,8.16,65.99,29.48,6.55,0.0
20200804:1309,591.32,195.4,12.03,56.62,29.4,5.93,0.0
20200804:1409,443.26,172.32,9.95,45.39,29.68,5.45,0.0
20200804:1509,240.97,159.06,7.1,33.53,29.34,5.66,0.0
20200804:1609,101.12,97.02,4.4,21.56,28.36,4.97,0.0
20200804:1709,0.0,49.24,0.84,9.76,27.69,4.28,0.0
20200804:1809,0.0,0.0,0.0,0.0,26.63,3.93,0.0
20200804:1909,0.0,0.0,0.0,0.0,25.72,3.79,0.0
20200804:2009,0.0,0.0,0.0,0.0,25.21,3.31,0.0
20200804:2109,0.0,0.0,0.0,0.0,24.79,3.31,0.0
20200804:2209,0.0,0.0,0.0,0.0,24.46,3.17,0.0
20200804:2309,0.0,0.0,0.0,0.0,24.15,3.31,0.0
20200805:0009,0.0,0.0,0.0,0.0,23.72,3.52,0.0
20200805:0109,0.0,0.0,0.0,0.0,23.19,3.79,0.0
20200805:0209,0.0,0.0,0.0,0.0,22.74,3.86,0.0
20200805:0309,0.0,0.0,0.0,0.0,22.21,4.0,0.0
20200805:0409,0.0,0.0,0.0,0.0,21.8,4.14,0.0
20200805:0509,29.86,54.37,1.86,10.67,21.67,4.14,0.0
20200805:0609,183.39,108.14,4.86,22.5,22.25,4.55,0.0
20200805:0709,374.81,144.52,7.88,34.48,23.31,4.83,0.0
20200805:0809,574.81,158.32,10.69,46.3,24.42,5.45,0.0
20200805:0909,720.38,171.94,12.81,57.4,25.54,5.66,0.0
20200805:1009,794.93,186.94,14.07,66.43,26.5,5.79,0.0
20200805:1109,814.4,189.06,14.51,70.09,27.1,6.07,0.0
20200805:1209,751.64,192.54,13.92,65.75,27.32,6.48,0.0
20200805:1309,641.07,181.13,12.54,56.42,27.11,7.1,0.0
20200805:1409,501.69,147.46,10.49,45.22,26.68,7.52,0.0
20200805:1509,308.29,122.28,7.74,33.37,26.4,7.52,0.0
20200805:1609,119.41,85.13,4.69,21.39,26.22,6.97,0.0
20200805:1709,0.0,49.24,0.84,9.59,25.92,6.14,0.0
20200805:1809,0.0,0.0,0.0,0.0,25.35,4.9,0.0
20200805:1909,0.0,0.0,0.0,0.0,24.68,3.79,0.0
20200805:2009,0.0,0.0,0.0,0.0,24.23,3.45,0.0
20200805:2109,0.0,0.0,0.0,0.0,23.77,3.03,0.0
20200805:2209,0.0,0.0,0.0,0.0,23.19,2.41,0.0
20200805:2309,0.0,0.0,0.0,0.0,22.62,2.14,0.0
20200806:0009,0.0,0.0,0.0,0.0,22.01,2.34,0.0
20200806:0109,0.0,0.0,0.0,0.0,21.44,2.55,0.0
20200806:0209,0.0,0.0,0.0,0.0,21.13,3.03,0.0
20200806:0309,0.0,0.0,0.0,0.0,20.82,3.17,0.0
20200806:0409,0.0,0.0,0.0,0.0,20.49,3.24,0.0
20200806:0509,28.77,53.82,1.8,10.53,20.51,3.17,0.0
20200806:0609,190.83,98.94,4.81,22.37,21.48,3.52,0.0
20200806:0709,374.54,137.79,7.74,34.35,22.88,3.93,0.0
20200806:0809,565.49,154.33,10.46,46.16,24.21,3.66,0.0
20200806:0909,699.47,172.96,12.49,57.23,25.43,3.38,0.0
20200806:1009,574.19,302.0,12.63,66.21,26.42,3.79,0.0
20200806:1109,441.62,375.97,12.01,69.82,27.05,4.34,0.0
20200806:1209,385.52,374.32,11.37,65.51,26.38,4.55,0.0
20200806:1309,597.73,197.08,12.09,56.22,26.05,4.76,0.0
20200806:1409,484.02,149.67,10.21,45.04,26.0,4.83,0.0
20200806:1509,295.74,123.67,7.5,33.19,25.61,4.48,0.0
20200806:1609,94.62,102.16,4.28,21.22,25.69,3.93,0.0
20200806:1709,0.0,49.24,0.84,9.41,25.55,2.9,0.0
20200806:1809,0.0,0.0,0.0,0.0,24.89,2.21,0.0
20200806:1909,0.0,0.0,0.0,0.0,24.1,2.28,0.0
20200806:2009,0.0,0.0,0.0,0.0,23.66,2.55,0.0
20200806:2109,0.0,0.0,0.0,0.0,23.28,2.69,0.0
20200806:2209,0.0,0.0,0.0,0.0,22.77,2.69,0.0
20200806:2309,0.0,0.0,0.0,0.0,22.32,2.55,0.0
20200807:0009,0.0,0.0,0.0,0.0,21.83,2.55,0.0
20200807:0109,0.0,0.0,0.0,0.0,21.6,2.41,0.0
20200807:0209,0.0,0.0,0.0,0.0,21.25,2.21,0.0
20200807:0309,0.0,0.0,0.0,0.0,20.87,1.93,0.0
20200807:0409,0.0,0.0,0.0,0.0,20.53,1.72,0.0
20200807:0509,29.71,52.08,1.79,10.4,20.53,1.45,0.0
20200807:0609,191.27,96.36,4.75,22.24,22.13,1.03,0.0
20200807:0709,376.29,134.1,7.68,34.22,23.28,0.76,0.0
20200807:0809,228.26,311.09,8.09,46.01,24.44,1.59,0.0
20200807:0909,154.86,389.9,8.33,57.06,25.48,2.14,0.0
20200807:1009,224.63,424.42,9.79,65.98,25.95,2.97,0.0
20200807:1109,633.95,279.18,13.2,69.54,25.8,3.31,0.0
20200807:1209,723.07,194.84,13.47,65.26,25.77,3.24,0.0
20200807:1309,627.13,174.54,12.16,56.01,25.98,3.45,0.0
20200807:1409,402.41,198.1,9.61,44.85,25.76,4.0,0.0
20200807:1509,186.83,189.91,6.52,33.02,25.53,4.21,0.0
20200807:1609,23.77,140.38,2.95,21.04,25.05,3.79,0.0
20200807:1709,0.0,53.63,0.92,9.22,24.51,3.1,0.0
20200807:1809,0.0,0.0,0.0,0.0,23.82,2.48,0.0
20200807:1909,0.0,0.0,0.0,0.0,22.8,2.0,0.0
20200807:2009,0.0,0.0,0.0,0.0,22.58,1.52,0.0
20200807:2109,0.0,0.0,0.0,0.0,22.35,1.17,0.0
20200807:2209,0.0,0.0,0.0,0.0,22.0,0.62,0.0
20200807:2309,0.0,0.0,0.0,0.0,21.55,0.69,0.0
20200808:0009,0.0,0.0,0.0,0.0,21.19,1.17,0.0
20200808:0109,0.0,0.0,0.0,0.0,20.93,1.31,0.0
20200808:0209,0.0,0.0,0.0,0.0,20.59,1.38,0.0
20200808:0309,0.0,0.0,0.0,0.0,20.33,1.45,0.0
20200808:0409,0.0,0.0,0.0,0.0,20.06,1.52,0.0
20200808:0509,24.97,54.64,1.67,10.26,20.25,1.52,0.0
20200808:0609,173.82,107.0,4.6,22.11,22.22,1.31,0.0
20200808:0709,323.07,164.35,7.32,34.09,23.9,1.72,0.0
20200808:0809,571.72,147.77,10.39,45.87,25.27,1.93,0.0
20200808:0909,680.59,182.69,12.3,56.89,26.32,2.07,0.0
20200808:1009,535.16,318.44,12.28,65.75,27.06,2.14,0.0
20200808:1109,109.97,434.93,8.49,69.26,27.55,2.34,0.0
20200808:1209,738.44,185.03,13.52,65.0,27.45,2.76,0.0
20200808:1309,628.04,174.84,12.15,55.8,27.29,3.1,0.0
20200808:1409,460.43,161.84,9.95,44.66,27.05,3.31,0.0
20200808:1509,285.11,127.99,7.32,32.84,27.23,3.1,0.0
20200808:1609,108.97,86.52,4.37,20.86,27.29,2.76,0.0
20200808:1709,0.0,46.6,0.8,9.04,26.72,2.14,0.0
20200808:1809,0.0,0.0,0.0,0.0,25.75,2.0,0.0
20200808:1909,0.0,0.0,0.0,0.0,24.94,2.07,0.0
20200808:2009,0.0,0.0,0.0,0.0,24.38,2.0,0.0
20200808:2109,0.0,0.0,0.0,0.0,23.79,2.07,0.0
20200808:2209,0.0,0.0,0.0,0.0,23.29,1.86,0.0
20200808:2309,0.0,0.0,0.0,0.0,22.67,1.66,0.0
20200809:0009,0.0,0.0,0.0,0.0,22.11,1.52,0.0
20200809:0109,0.0,0.0,0.0,0.0,21.61,1.38,0.0
20200809:0209,0.0,0.0,0.0,0.0,21.21,1.38,0.0
20200809:0309,0.0,0.0,0.0,0.0,20.86,1.45,0.0
20200809:0409,0.0,0.0,0.0,0.0,20.58,1.38,0.0
20200809:0509,23.25,55.0,1.61,10.12,20.68,1.31,0.0
20200809:0609,174.19,106.33,4.57,21.98,22.8,1.03,0.0
20200809:0709,384.95,129.81,7.68,33.96,24.69,0.97,0.0
20200809:0809,531.02,174.29,10.16,45.73,25.9,0.41,0.0
20200809:0909,267.17,373.41,9.5,56.71,26.93,0.9,0.0
20200809:1009,108.19,422.18,8.24,65.51,27.62,1.03,0.0
20200809:1109,110.27,434.12,8.48,68.97,28.13,1.03,0.0
20200809:1209,95.66,415.55,8.03,64.74,28.64,1.24,0.0
20200809:1309,517.87,241.84,11.47,55.58,28.5,1.93,0.0
20200809:1409,349.34,228.01,9.17,44.47,28.18,2.48,0.0
20200809:1509,199.12,181.94,6.58,32.65,27.21,2.07,0.0
20200809:1609,12.88,134.43,2.54,20.67,26.34,2.0,0.0
20200809:1709,0.0,48.36,0.83,8.84,25.67,1.59,0.0
20200809:1809,0.0,0.0,0.0,0.0,24.96,1.03,0.0
20200809:1909,0.0,0.0,0.0,0.0,24.25,0.97,0.0
20200809:2009,0.0,0.0,0.0,0.0,23.93,0.34,0.0
20200809:2109,0.0,0.0,0.0,0.0,23.55,0.48,0.0
20200809:2209,0.0,0.0,0.0,0.0,23.09,0.9,0.0
20200809:2309,0.0,0.0,0.0,0.0,22.63,1.1,0.0
20200810:0009,0.0,0.0,0.0,0.0,22.26,1.24,0.0
20200810:0109,0.0,0.0,0.0,0.0,21.94,1.38,0.0
20200810:0209,0.0,0.0,0.0,0.0,21.61,1.38,0.0
20200810:0309,0.0,0.0,0.0,0.0,21.27,1.31,0.0
20200810:0409,0.0,0.0,0.0,0.0,20.95,1.24,0.0
20200810:0509,18.81,56.61,1.49,9.98,21.02,1.1,0.0
20200810:0609,160.95,114.09,4.45,21.84,23.72,0.69,0.0
20200810:0709,357.56,146.78,7.5,33.82,25.57,0.9,0.0
20200810:0809,552.99,161.59,10.25,45.58,26.7,0.9,0.0
20200810:0909,530.76,268.5,11.41,56.53,27.62,1.17,0.0
20200810:1009,335.11,399.69,10.79,65.27,28.24,1.66,0.0
20200810:1109,759.38,209.66,13.85,68.68,28.72,2.0,0.0
20200810:1209,726.21,194.79,13.41,64.47,28.95,2.28,0.0
20200810:1309,618.02,181.41,12.03,55.36,28.92,2.62,0.0
20200810:1409,488.01,143.94,10.06,44.27,28.71,2.9,0.0
20200810:1509,147.92,207.35,6.04,32.46,28.28,3.24,0.0
20200810:1609,103.6,89.75,4.25,20.48,27.58,3.31,0.0
20200810:1709,0.0,47.48,0.81,8.64,26.59,2.62,0.0
20200810:1809,0.0,0.0,0.0,0.0,25.69,2.07,0.0
20200810:1909,0.0,0.0,0.0,0.0,24.8,1.66,0.0
20200810:2009,0.0,0.0,0.0,0.0,24.35,1.45,0.0
20200810:2109,0.0,0.0,0.0,0.0,23.99,1.38,0.0
20200810:2209,0.0,0.0,0.0,0.0,23.61,1.31,0.0
20200810:2309,0.0,0.0,0.0,0.0,23.32,1.24,0.0
20200811:0009,0.0,0.0,0.0,0.0,23.08,1.24,0.0
20200811:0109,0.0,0.0,0.0,0.0,22.85,1.31,0.0
20200811:0209,0.0,0.0,0.0,0.0,22.51,1.31,0.0
20200811:0309,0.0,0.0,0.0,0.0,22.3,1.38,0.0
20200811:0409,0.0,0.0,0.0,0.0,22.1,1.38,0.0
20200811:0509,19.14,55.78,1.47,9.83,22.07,1.24,0.0
20200811:0609,168.59,109.71,4.48,21.71,23.99,0.83,0.0
20200811:0709,358.35,147.14,7.49,33.69,25.77,1.31,0.0
20200811:0809,544.61,168.0,10.19,45.43,27.0,1.72,0.0
20200811:0909,673.37,190.89,12.21,56.35,27.94,2.48,0.0
20200811:1009,757.6,198.76,13.5,65.03,28.61,3.17,0.0
20200811:1109,746.79,218.13,13.76,68.39,28.13,3.59,0.0
20200811:1209,700.42,212.29,13.26,64.2,28.64,3.31,0.0
20200811:1309,595.02,197.63,11.89,55.13,28.94,3.72,0.0
20200811:1409,453.19,166.59,9.82,44.06,28.72,3.79,0.0
20200811:1509,268.92,137.24,7.1,32.27,28.06,3.52,0.0
20200811:1609,43.19,131.94,3.32,20.29,27.4,2.62,0.0
20200811:1709,0.0,41.32,0.71,8.44,26.77,2.28,0.0
20200811:1809,0.0,0.0,0.0,0.0,25.9,1.86,0.0
20200811:1909,0.0,0.0,0.0,0.0,24.8,1.86,0.0
20200811:2009,0.0,0.0,0.0,0.0,24.35,1.66,0.0
20200811:2109,0.0,0.0,0.0,0.0,23.82,1.66,0.0
20200811:2209,0.0,0.0,0.0,0.0,23.39,1.66,0.0
20200811:2309,0.0,0.0,0.0,0.0,23.01,1.66,0.0
20200812:0009,0.0,0.0,0.0,0.0,22.67,1.59,0.0
20200812:0109,0.0,0.0,0.0,0.0,22.43,1.59,0.0
20200812:0209,0.0,0.0,0.0,0.0,22.26,1.59,0.0
20200812:0309,0.0,0.0,0.0,0.0,22.11,1.59,0.0
20200812:0409,0.0,0.0,0.0,0.0,21.92,1.59,0.0
20200812:0509,22.26,53.73,1.52,9.69,21.95,1.31,0.0
20200812:0609,171.76,109.1,4.5,21.58,24.01,1.03,0.0
20200812:0709,364.27,145.6,7.52,33.55,25.54,1.59,0.0
20200812:0809,541.47,173.49,10.19,45.28,26.78,2.21,0.0
20200812:0909,680.98,190.35,12.27,56.16,27.84,2.48,0.0
20200812:1009,781.31,188.96,13.65,64.79,28.62,2.62,0.0
20200812:1109,799.84,191.06,14.07,68.09,29.05,2.55,0.0
20200812:1209,736.76,194.58,13.49,63.92,29.46,2.48,0.0
20200812:1309,613.96,189.11,12.01,54.89,29.46,2.83,0.0
20200812:1409,484.99,149.41,10.03,43.85,29.19,3.03,0.0
20200812:1509,287.63,127.06,7.25,32.07,28.61,2.97,0.0
20200812:1609,104.68,87.29,4.21,20.09,27.94,2.62,0.0
20200812:1709,0.0,44.84,0.77,8.23,27.11,2.28,0.0
20200812:1809,0.0,0.0,0.0,0.0,26.16,1.93,0.0
20200812:1909,0.0,0.0,0.0,0.0,25.37,1.59,0.0
20200812:2009,0.0,0.0,0.0,0.0,24.84,1.45,0.0
20200812:2109,0.0,0.0,0.0,0.0,24.35,1.38,0.0
20200812:2209,0.0,0.0,0.0,0.0,23.91,1.45,0.0
20200812:2309,0.0,0.0,0.0,0.0,23.51,1.52,0.0
20200813:0009,0.0,0.0,0.0,0.0,23.23,1.66,0.0
20200813:0109,0.0,0.0,0.0,0.0,22.97,1.79,0.0
20200813:0209,0.0,0.0,0.0,0.0,22.77,1.86,0.0
20200813:0309,0.0,0.0,0.0,0.0,22.55,1.93,0.0
20200813:0409,0.0,0.0,0.0,0.0,22.37,1.86,0.0
20200813:0509,23.25,52.86,1.52,9.55,22.41,1.72,0.0
20200813:0609,179.65,105.68,4.54,21.44,24.59,1.17,0.0
20200813:0709,367.2,146.03,7.53,33.41,27.01,1.24,0.0
20200813:0809,555.32,167.9,10.27,45.13,28.44,1.66,0.0
20200813:0909,685.45,190.8,12.3,55.98,29.52,1.93,0.0
20200813:1009,770.85,198.66,13.61,64.54,30.41,2.14,0.0
20200813:1109,805.41,190.43,14.1,67.79,30.96,2.69,0.0
20200813:1209,726.5,203.08,13.43,63.64,31.22,3.31,0.0
20200813:1309,616.98,189.49,12.03,54.65,31.14,3.86,0.0
20200813:1409,460.33,166.28,9.86,43.63,30.62,4.0,0.0
20200813:1509,278.05,133.93,7.16,31.86,30.0,3.66,0.0
20200813:1609,100.45,91.16,4.15,19.88,29.27,3.1,0.0
20200813:1709,0.0,44.84,0.77,8.02,28.26,2.69,0.0
20200813:1809,0.0,0.0,0.0,0.0,27.08,2.28,0.0
20200813:1909,0.0,0.0,0.0,0.0,25.96,2.0,0.0
20200813:2009,0.0,0.0,0.0,0.0,25.41,1.66,0.0
20200813:2109,0.0,0.0,0.0,0.0,24.83,1.79,0.0
20200813:2209,0.0,0.0,0.0,0.0,24.32,2.0,0.0
20200813:2309,0.0,0.0,0.0,0.0,23.94,1.93,0.0
20200814:0009,0.0,0.0,0.0,0.0,23.64,1.86,0.0
20200814:0109,0.0,0.0,0.0,0.0,23.53,2.07,0.0
20200814:0209,0.0,0.0,0.0,0.0,23.38,2.21,0.0
20200814:0309,0.0,0.0,0.0,0.0,23.25,2.14,0.0
20200814:0409,0.0,0.0,0.0,0.0,23.12,2.07,0.0
20200814:0509,15.61,55.62,1.34,9.41,23.22,1.93,0.0
20200814:0609,144.51,121.63,4.21,21.31,25.27,1.45,0.0
20200814:0709,201.07,220.53,6.3,33.28,28.23,1.38,0.0
20200814:0809,559.72,161.0,10.19,44.98,29.8,2.34,0.0
20200814:0909,640.38,213.29,11.97,55.79,30.65,3.24,0.0
20200814:1009,733.41,217.28,13.32,64.28,30.96,4.07,0.0
20200814:1109,766.28,210.13,13.8,67.48,31.03,5.17,0.0
20200814:1209,704.73,212.39,13.21,63.35,30.91,5.45,0.0
20200814:1309,597.85,196.67,11.82,54.4,30.94,5.1,0.0
20200814:1409,389.02,205.01,9.31,43.41,30.82,4.34,0.0
20200814:1509,147.24,204.45,5.92,31.65,30.51,3.86,0.0
20200814:1609,64.32,115.63,3.59,19.67,29.78,3.59,0.0
20200814:1709,0.0,43.96,0.75,7.81,28.61,3.24,0.0
20200814:1809,0.0,0.0,0.0,0.0,27.32,2.69,0.0
20200814:1909,0.0,0.0,0.0,0.0,26.34,2.76,0.0
20200814:2009,0.0,0.0,0.0,0.0,25.52,2.76,0.0
20200814:2109,0.0,0.0,0.0,0.0,25.0,2.55,0.0
20200814:2209,0.0,0.0,0.0,0.0,24.67,2.48,0.0
20200814:2309,0.0,0.0,0.0,0.0,24.52,2.34,0.0
20200815:0009,0.0,0.0,0.0,0.0,24.34,2.41,0.0
20200815:0109,0.0,0.0,0.0,0.0,24.13,2.34,0.0
20200815:0209,0.0,0.0,0.0,0.0,23.94,2.07,0.0
20200815:0309,0.0,0.0,0.0,0.0,23.68,1.79,0.0
20200815:0409,0.0,0.0,0.0,0.0,23.37,1.59,0.0
20200815:0509,15.92,53.89,1.31,9.27,23.45,1.38,0.0
20200815:0609,145.71,121.0,4.19,21.17,25.52,1.52,0.0
20200815:0709,328.63,164.95,7.2,33.14,27.75,2.48,0.0
20200815:0809,509.57,191.49,9.91,44.82,29.46,2.83,0.0
20200815:0909,641.53,213.71,11.95,55.6,30.94,3.03,0.0
20200815:1009,735.74,217.71,13.32,64.03,32.15,4.0,0.0
20200815:1109,768.63,209.48,13.79,67.17,32.78,4.76,0.0
20200815:1209,719.49,204.7,13.27,63.06,33.01,5.38,0.0
20200815:1309,610.98,189.07,11.86,54.15,33.02,5.66,0.0
20200815:1409,454.33,166.87,9.71,43.19,32.91,5.52,0.0
20200815:1509,256.97,143.97,6.89,31.43,32.45,5.38,0.0
20200815:1609,91.25,94.78,3.94,19.46,31.57,4.76,0.0
20200815:1709,0.0,43.08,0.74,7.58,30.56,4.41,0.0
20200815:1809,0.0,0.0,0.0,0.0,29.53,4.0,0.0
20200815:1909,0.0,0.0,0.0,0.0,28.38,2.83,0.0
20200815:2009,0.0,0.0,0.0,0.0,27.72,2.41,0.0
20200815:2109,0.0,0.0,0.0,0.0,27.03,2.41,0.0
20200815:2209,0.0,0.0,0.0,0.0,26.38,2.41,0.0
20200815:2309,0.0,0.0,0.0,0.0,25.89,2.07,0.0
20200816:0009,0.0,0.0,0.0,0.0,25.54,2.0,0.0
20200816:0109,0.0,0.0,0.0,0.0,25.26,2.14,0.0
20200816:0209,0.0,0.0,0.0,0.0,25.08,2.21,0.0
20200816:0309,0.0,0.0,0.0,0.0,24.76,2.14,0.0
20200816:0409,0.0,0.0,0.0,0.0,24.48,2.14,0.0
20200816:0509,19.86,51.82,1.37,9.12,24.22,2.0,0.0
20200816:0609,165.07,110.2,4.3,21.03,25.62,1.52,0.0
20200816:0709,353.36,150.82,7.31,33.0,27.6,1.24,0.0
20200816:0809,526.76,179.8,9.94,44.66,28.97,1.52,0.0
20200816:0909,663.35,199.85,12.01,55.4,29.94,2.0,0.0
20200816:1009,731.61,217.98,13.23,63.77,30.63,2.28,0.0
20200816:1109,749.57,218.94,13.62,66.86,31.15,2.62,0.0
20200816:1209,701.8,213.06,13.11,62.76,31.34,2.76,0.0
20200816:1309,605.96,190.36,11.77,53.89,31.38,2.55,0.0
20200816:1409,433.15,176.84,9.5,42.95,31.3,2.62,0.0
20200816:1509,259.04,140.48,6.84,31.21,30.63,2.76,0.0
20200816:1609,89.32,94.19,3.86,19.24,29.66,2.41,0.0
20200816:1709,0.0,41.32,0.71,7.36,28.5,1.79,0.0
20200816:1809,0.0,0.0,0.0,0.0,27.33,1.31,0.0
20200816:1909,0.0,0.0,0.0,0.0,26.21,1.1,0.0
20200816:2009,0.0,0.0,0.0,0.0,25.68,0.9,0.0
20200816:2109,0.0,0.0,0.0,0.0,25.21,1.24,0.0
20200816:2209,0.0,0.0,0.0,0.0,24.93,1.66,0.0
20200816:2309,0.0,0.0,0.0,0.0,24.73,1.86,0.0
20200817:0009,0.0,0.0,0.0,0.0,24.55,2.14,0.0
20200817:0109,0.0,0.0,0.0,0.0,24.44,2.28,0.0
20200817:0209,0.0,0.0,0.0,0.0,24.1,2.14,0.0
20200817:0309,0.0,0.0,0.0,0.0,23.77,2.0,0.0
20200817:0409,0.0,0.0,0.0,0.0,23.54,1.86,0.0
20200817:0509,20.28,51.02,1.35,8.98,23.66,1.66,0.0
20200817:0609,152.05,116.96,4.18,20.9,25.26,1.45,0.0
20200817:0709,333.31,161.78,7.16,32.86,27.53,1.66,0.0
20200817:0809,517.12,186.2,9.86,44.51,29.33,2.55,0.0
20200817:0909,651.57,207.35,11.92,55.2,30.08,3.79,0.0
20200817:1009,732.9,217.33,13.2,63.51,30.3,4.34,0.0
20200817:1109,735.78,227.44,13.52,66.54,30.79,4.55,0.0
20200817:1209,701.94,212.39,13.06,62.46,31.02,4.9,0.0
20200817:1309,606.01,190.72,11.74,53.63,31.35,4.14,0.0
20200817:1409,449.26,167.48,9.58,42.72,31.27,3.93,0.0
20200817:1509,253.46,142.65,6.75,30.99,31.06,3.52,0.0
20200817:1609,86.76,94.51,3.79,19.02,30.48,3.17,0.0
20200817:1709,0.0,39.57,0.68,7.13,29.38,3.03,0.0
20200817:1809,0.0,0.0,0.0,0.0,27.83,2.97,0.0
20200817:1909,0.0,0.0,0.0,0.0,25.98,2.83,0.0
20200817:2009,0.0,0.0,0.0,0.0,25.46,2.48,0.0
